player,season,total_shots,total_total_yellow_cards,total_total_red_cards,total_goals
jordan ikoko,2017,36,8.0,0.0,0
jordan leborgne,2016,30,12.0,0.0,0
jordan lukaku,2017,8,4.0,0.0,0
jordan lyden,2016,5,0.0,0.0,0
jordan pickford,2016,5,0.0,0.0,0
jordan pickford,2017,12,0.0,0.0,0
jordan rhodes,2017,14,0.0,0.0,0
jordan veretout,2014,82,8.0,0.0,1
jordan veretout,2015,141,24.0,0.0,7
jordan veretout,2016,74,16.0,0.0,0
jordan veretout,2017,70,12.0,0.0,1
jordi alba,2012,145,48.0,6.0,2
jordi alba,2013,96,12.0,0.0,3
jordi alba,2014,53,28.0,0.0,0
jordi alba,2015,68,28.0,0.0,1
jordi alba,2016,53,8.0,0.0,0
jordi alba,2017,26,8.0,0.0,1
jordi amat,2012,19,16.0,6.0,0
jordi amat,2013,81,48.0,0.0,1
jordi amat,2014,47,16.0,0.0,0
jordi amat,2015,17,12.0,0.0,0
jordi amat,2016,17,4.0,0.0,0
jordi amat,2017,47,20.0,0.0,0
jordi figueras,2013,52,16.0,0.0,0
jordi figueras,2014,73,20.0,0.0,3
jordi figueras,2016,4,4.0,0.0,0
jordon ibe,2014,2,0.0,0.0,0
jordon ibe,2015,29,0.0,0.0,0
jordon ibe,2016,56,0.0,0.0,1
jordon ibe,2017,28,0.0,0.0,0
jordon mutch,2014,150,20.0,0.0,6
jordon mutch,2015,45,20.0,0.0,0
jordon mutch,2016,39,0.0,0.0,0
jordon mutch,2017,1,0.0,0.0,0
jordy clasie,2016,47,16.0,0.0,0
jordy clasie,2017,24,12.0,0.0,0
jordy gaspar,2017,8,4.0,0.0,0
jores okore,2015,82,24.0,0.0,1
jores okore,2016,30,4.0,0.0,0
jorge molina,2012,97,8.0,6.0,6
jorge molina,2013,177,12.0,0.0,13
jorge molina,2014,155,16.0,0.0,9
jorge molina,2016,63,16.0,0.0,1
jorge teixeira,2013,27,8.0,0.0,0
jorginho,2014,74,24.0,0.0,0
jorginho,2015,130,40.0,0.0,0
jorginho,2016,252,88.0,0.0,0
jorginho,2017,94,16.0,0.0,0
joris delle,2013,14,0.0,0.0,0
joris gnagnon,2016,13,4.0,0.0,0
joris gnagnon,2017,30,0.0,0.0,0
joris marveaux,2012,63,12.0,0.0,1
joris marveaux,2013,21,0.0,0.0,0
joris marveaux,2014,86,24.0,6.0,1
joris marveaux,2015,78,12.0,0.0,0
joris marveaux,2016,22,8.0,0.0,1
joris marveaux,2017,11,0.0,0.0,0
jos hooiveld,2014,9,4.0,0.0,1
jose holebas,2015,74,20.0,0.0,1
jose holebas,2016,34,8.0,0.0,1
jose holebas,2017,78,40.0,0.0,2
joselu,2012,30,8.0,0.0,0
joselu,2013,264,16.0,0.0,10
joselu,2014,330,24.0,0.0,18
joselu,2015,390,32.0,0.0,14
joselu,2016,146,0.0,0.0,8
joselu,2017,38,8.0,0.0,4
joseph akpala,2013,35,4.0,0.0,1
joseph lopy,2014,35,12.0,0.0,1
josh murphy,2014,9,4.0,0.0,0
josh onomah,2016,3,0.0,0.0,0
josh onomah,2017,3,0.0,0.0,0
josh sims,2017,9,0.0,0.0,0
josh tymon,2017,2,0.0,0.0,0
joshua brillante,2015,2,0.0,0.0,0
joshua kimmich,2016,53,12.0,0.0,0
joshua kimmich,2017,44,4.0,0.0,4
joshua king,2012,1,0.0,0.0,0
joshua king,2016,135,4.0,0.0,6
joshua king,2017,90,4.0,0.0,4
joshua nadeau,2014,19,8.0,6.0,0
josip brekalo,2017,10,4.0,0.0,0
josip posavec,2016,2,0.0,0.0,0
josip posavec,2017,17,4.0,0.0,0
josuha guilavogui,2013,42,8.0,0.0,0
josuha guilavogui,2014,34,4.0,0.0,0
josuha guilavogui,2015,80,24.0,0.0,1
josuha guilavogui,2016,120,12.0,0.0,2
josuha guilavogui,2017,30,12.0,0.0,0
jota,2016,38,4.0,0.0,0
jota,2017,9,0.0,0.0,0
jozabed,2015,47,8.0,0.0,1
jozabed,2016,98,12.0,0.0,10
jozabed,2017,1,0.0,0.0,0
jozy altidore,2014,99,12.0,0.0,1
jozy altidore,2015,16,0.0,0.0,0
juan carlos,2012,122,16.0,12.0,6
juan carlos,2013,156,32.0,0.0,0
juan carlos,2014,122,32.0,12.0,0
juan carlos,2015,152,80.0,0.0,0
juan carlos,2016,158,16.0,0.0,2
juan carlos paredes,2016,25,4.0,0.0,0
juan cuadrado,2014,2,0.0,0.0,0
juan cuadrado,2015,25,8.0,0.0,0
juan cuadrado,2016,161,8.0,0.0,4
juan cuadrado,2017,90,8.0,0.0,0
juan forlin,2012,71,60.0,0.0,0
juan forlin,2013,123,72.0,0.0,0
juan jesus,2013,109,60.0,0.0,1
juan jesus,2014,77,28.0,0.0,0
juan jesus,2015,110,52.0,0.0,0
juan jesus,2016,50,8.0,0.0,0
juan jesus,2017,28,20.0,0.0,0
juan mata,2014,100,0.0,0.0,6
juan mata,2015,103,8.0,0.0,9
juan mata,2016,122,24.0,0.0,6
juan mata,2017,56,8.0,0.0,5
juan pablo carrizo,2012,20,8.0,6.0,0
juan pablo carrizo,2013,2,0.0,0.0,0
juan pablo carrizo,2015,2,0.0,0.0,1
juan quintero,2013,79,12.0,0.0,1
juan quintero,2016,25,0.0,0.0,1
juan rodriguez,2012,28,20.0,0.0,0
juan rodriguez,2013,32,4.0,0.0,2
juan rodriguez,2014,46,8.0,0.0,0
juan rodriguez,2015,112,24.0,0.0,1
juan rodriguez,2016,90,40.0,0.0,1
juan rodriguez,2017,2,0.0,0.0,0
juanfran,2012,392,136.0,0.0,0
juanfran,2013,450,104.0,0.0,6
juanfran,2014,596,112.0,24.0,2
juanfran,2015,448,96.0,0.0,2
juanfran,2016,472,144.0,12.0,4
juanfran,2017,172,32.0,0.0,0
juankar,2017,33,8.0,6.0,0
juanma,2012,23,8.0,0.0,0
juanma,2014,1,0.0,0.0,0
juanmi,2012,15,0.0,0.0,1
juanmi,2013,5,0.0,0.0,1
juanmi,2014,72,16.0,0.0,4
juanmi,2015,143,16.0,0.0,6
juanmi,2016,13,0.0,0.0,0
juanmi,2017,67,8.0,0.0,5
jukka raitala,2012,44,8.0,0.0,0
jules goda,2016,4,0.0,0.0,0
jules iloki,2015,1,0.0,0.0,0
jules iloki,2016,61,8.0,0.0,1
jules iloki,2017,27,8.0,0.0,0
julian baumgartlinger,2012,94,8.0,0.0,0
julian baumgartlinger,2013,165,36.0,0.0,0
julian baumgartlinger,2014,9,0.0,0.0,0
julian baumgartlinger,2015,129,12.0,0.0,1
julian baumgartlinger,2016,135,24.0,0.0,2
julian baumgartlinger,2017,21,4.0,0.0,1
julian brandt,2014,21,4.0,0.0,2
julian brandt,2015,46,0.0,0.0,4
julian brandt,2016,66,0.0,0.0,9
julian brandt,2017,48,0.0,0.0,2
julian derstroff,2012,54,8.0,0.0,1
julian draxler,2012,84,8.0,0.0,2
julian draxler,2013,101,16.0,0.0,10
julian draxler,2014,92,16.0,0.0,2
julian draxler,2015,48,4.0,6.0,2
julian draxler,2016,93,20.0,6.0,6
julian draxler,2017,67,0.0,0.0,1
julian green,2015,8,4.0,0.0,0
julian jeanvier,2013,14,0.0,0.0,0
julian korb,2012,1,0.0,0.0,0
julian korb,2014,54,24.0,0.0,0
julian korb,2015,58,12.0,0.0,0
julian korb,2016,44,16.0,0.0,1
julian korb,2017,18,0.0,0.0,0
julian palmieri,2013,130,40.0,0.0,1
julian palmieri,2014,90,20.0,6.0,0
julian palmieri,2015,132,36.0,0.0,2
julian palmieri,2016,136,36.0,0.0,2
julian palmieri,2017,40,12.0,0.0,1
julian schieber,2012,55,4.0,0.0,3
julian schieber,2013,69,20.0,0.0,3
julian schieber,2014,10,0.0,0.0,0
julian schieber,2015,74,4.0,0.0,7
julian schieber,2016,9,0.0,0.0,0
julian schieber,2017,32,12.0,0.0,2
julian schuster,2012,124,20.0,0.0,1
julian schuster,2013,164,44.0,0.0,2
julian schuster,2014,74,24.0,0.0,3
julian schuster,2015,34,16.0,0.0,0
julian schuster,2017,10,8.0,0.0,0
julian weigl,2016,102,20.0,0.0,0
julian weigl,2017,58,4.0,0.0,0
julien faussurier,2013,97,0.0,6.0,3
julien faussurier,2014,84,12.0,0.0,0
julien ngoy,2017,2,0.0,0.0,0
julien toudic,2013,25,8.0,0.0,0
julio tavares,2017,87,4.0,0.0,6
jung bin park,2013,32,8.0,0.0,0
junior hoilett,2015,53,8.0,0.0,0
junior joachim,2013,3,0.0,0.0,0
junior stanislas,2016,75,4.0,0.0,3
junior stanislas,2017,43,4.0,0.0,4
junior tallo,2012,7,0.0,0.0,0
junior tallo,2014,159,12.0,0.0,7
junior tallo,2015,94,16.0,0.0,4
junior tallo,2016,107,8.0,0.0,0
jurado,2016,89,12.0,0.0,0
jurado,2017,37,4.0,0.0,0
juraj kucka,2012,141,40.0,0.0,2
juraj kucka,2013,228,32.0,0.0,3
juraj kucka,2014,67,8.0,0.0,2
juraj kucka,2015,179,20.0,0.0,2
juraj kucka,2016,171,44.0,0.0,1
juraj kucka,2017,80,20.0,6.0,3
kaan ayhan,2014,39,12.0,0.0,1
kaan ayhan,2015,33,12.0,0.0,1
kaan ayhan,2016,5,4.0,0.0,0
kader,2013,3,0.0,0.0,0
kai havertz,2017,28,4.0,0.0,0
kalidou koulibaly,2015,107,40.0,0.0,1
kalidou koulibaly,2016,108,44.0,0.0,0
kalidou koulibaly,2017,52,16.0,0.0,1
kalu uche,2012,79,4.0,0.0,5
kalu uche,2015,68,4.0,0.0,5
kamil glik,2013,103,36.0,6.0,1
kamil glik,2014,130,44.0,0.0,2
kamil glik,2015,105,28.0,0.0,7
kamil glik,2016,152,44.0,0.0,0
kamil glik,2017,53,24.0,0.0,3
kamil grosicki,2014,35,8.0,0.0,0
kamil grosicki,2015,32,0.0,0.0,0
kamil grosicki,2016,80,8.0,0.0,9
kamil grosicki,2017,35,0.0,0.0,4
kamil wilczek,2016,9,0.0,0.0,0
karim azamoum,2016,34,8.0,0.0,2
karim bellarabi,2012,17,0.0,0.0,1
karim bellarabi,2013,44,4.0,0.0,0
karim bellarabi,2014,159,24.0,0.0,3
karim bellarabi,2015,258,16.0,0.0,12
karim bellarabi,2016,221,20.0,0.0,6
karim bellarabi,2017,12,4.0,0.0,0
karim benzema,2012,139,0.0,0.0,17
karim benzema,2013,126,0.0,0.0,11
karim benzema,2014,192,8.0,0.0,17
karim benzema,2015,116,4.0,0.0,11
karim benzema,2016,147,4.0,0.0,24
karim benzema,2017,48,0.0,0.0,5
karim el ahmadi,2014,83,24.0,0.0,1
karim haggui,2012,114,16.0,0.0,2
karim haggui,2013,73,24.0,0.0,1
karim haggui,2014,12,0.0,0.0,1
karim laribi,2014,27,8.0,0.0,0
karim laribi,2016,19,0.0,0.0,0
karim matmour,2013,94,24.0,0.0,1
karim onisiwo,2016,23,0.0,0.0,1
karim onisiwo,2017,64,12.0,0.0,1
karim rekik,2016,69,16.0,0.0,3
karim rekik,2017,20,0.0,0.0,0
karl darlow,2016,8,0.0,0.0,0
karl henry,2015,88,32.0,0.0,0
karol linetty,2017,84,16.0,0.0,0
kasper schmeichel,2015,24,0.0,0.0,0
kasper schmeichel,2016,23,8.0,0.0,0
kasper schmeichel,2017,3,4.0,0.0,0
kassim abdallah,2013,23,4.0,6.0,0
kassim abdallah,2014,45,12.0,0.0,0
kassim abdallah,2015,53,20.0,6.0,1
kazuki nagasawa,2015,30,0.0,0.0,0
kazuki nagasawa,2016,3,0.0,0.0,0
keiren westwood,2014,4,0.0,0.0,0
keisuke honda,2014,63,4.0,0.0,1
keisuke honda,2015,135,12.0,0.0,6
keisuke honda,2016,110,8.0,0.0,1
keisuke honda,2017,7,0.0,0.0,0
keko,2013,10,4.0,0.0,1
keko,2014,69,12.0,0.0,0
keko,2016,147,24.0,0.0,3
keko,2017,27,4.0,0.0,0
kelechi iheanacho,2016,51,4.0,0.0,7
kelechi iheanacho,2017,35,0.0,0.0,4
ken reichel,2014,116,16.0,0.0,1
kenan karaman,2014,2,0.0,0.0,0
kenan karaman,2015,19,0.0,0.0,0
kenan karaman,2016,116,4.0,0.0,3
kenan kodro,2017,23,0.0,0.0,1
kenedy,2016,32,0.0,0.0,1
kenedy,2017,1,0.0,0.0,0
kenny lala,2013,21,4.0,0.0,1
kenny lala,2014,42,8.0,0.0,0
kerem demirbay,2014,4,4.0,0.0,0
kerem demirbay,2017,59,8.0,0.0,3
kermit erasmus,2017,8,0.0,0.0,0
kevin de bruyne,2013,185,16.0,0.0,10
kevin de bruyne,2014,84,16.0,0.0,3
kevin de bruyne,2015,196,12.0,0.0,10
kevin de bruyne,2016,103,12.0,0.0,7
kevin de bruyne,2017,117,8.0,0.0,3
kevin doyle,2015,3,0.0,0.0,0
kevin gomis,2012,38,12.0,0.0,0
kevin gomis,2013,31,8.0,0.0,0
kevin gomis,2014,19,4.0,0.0,0
kevin gomis,2015,43,20.0,0.0,1
kevin gomis,2016,2,0.0,0.0,0
kevin kampl,2015,42,8.0,0.0,0
kevin kampl,2016,80,16.0,0.0,2
kevin kampl,2017,45,8.0,0.0,1
kevin lasagna,2016,103,4.0,0.0,5
kevin lejeune,2015,108,20.0,0.0,1
kevin lejeune,2017,10,0.0,0.0,0
kevin long,2015,1,0.0,0.0,0
kevin mbabu,2016,9,0.0,0.0,0
kevin mcnaughton,2014,7,0.0,0.0,0
kevin mirallas,2014,138,20.0,0.0,9
kevin mirallas,2015,109,12.0,0.0,7
kevin mirallas,2016,83,8.0,6.0,4
kevin mirallas,2017,65,4.0,0.0,3
kevin nolan,2014,119,24.0,12.0,6
kevin nolan,2015,80,8.0,0.0,1
kevin stewart,2016,31,4.0,0.0,0
kevin stewart,2017,1,0.0,0.0,0
kevin strootman,2014,116,20.0,0.0,5
kevin strootman,2015,16,4.0,0.0,0
kevin strootman,2016,7,4.0,0.0,0
kevin strootman,2017,75,12.0,0.0,2
kevin toner,2016,11,0.0,0.0,0
kevin trapp,2012,23,4.0,0.0,0
kevin trapp,2013,41,0.0,0.0,0
kevin trapp,2014,34,8.0,0.0,0
kevin trapp,2015,16,0.0,0.0,0
kevin trapp,2016,17,0.0,0.0,0
kevin trapp,2017,1,0.0,0.0,0
kevin vogt,2013,86,28.0,6.0,1
kevin vogt,2014,91,20.0,0.0,0
kevin vogt,2015,139,32.0,0.0,1
kevin vogt,2016,74,16.0,0.0,0
kevin vogt,2017,33,12.0,0.0,0
kevin volland,2013,235,16.0,0.0,6
kevin volland,2014,261,16.0,0.0,8
kevin volland,2015,248,24.0,0.0,7
kevin volland,2016,218,32.0,0.0,8
kevin volland,2017,28,0.0,6.0,0
kevin wimmer,2015,93,16.0,6.0,1
kevin wimmer,2016,26,8.0,0.0,0
kevin wimmer,2017,7,8.0,0.0,1
keylor navas,2012,1,0.0,0.0,0
keylor navas,2013,10,0.0,0.0,0
keylor navas,2014,50,12.0,6.0,0
keylor navas,2015,2,4.0,0.0,0
keylor navas,2016,25,0.0,0.0,0
keylor navas,2017,2,4.0,0.0,0
khouma babacar,2012,31,4.0,0.0,0
khouma babacar,2015,112,8.0,0.0,7
khouma babacar,2016,76,8.0,0.0,5
khouma babacar,2017,33,0.0,0.0,4
kian hansen,2015,87,12.0,0.0,1
kieran dowell,2016,1,0.0,0.0,0
kieran gibbs,2014,46,8.0,6.0,0
kieran gibbs,2015,50,12.0,0.0,1
kieran gibbs,2016,19,0.0,0.0,1
kieran gibbs,2017,9,8.0,0.0,0
kieran trippier,2015,122,8.0,0.0,1
kieran trippier,2016,20,4.0,0.0,1
kieran trippier,2017,3,0.0,0.0,0
kike,2017,51,20.0,0.0,2
kike sola,2012,20,0.0,0.0,0
kike sola,2013,172,12.0,0.0,9
kike sola,2014,17,0.0,0.0,1
kike sola,2015,10,0.0,0.0,0
kike sola,2016,8,0.0,0.0,0
kiko casilla,2012,14,4.0,0.0,0
kiko casilla,2013,30,16.0,0.0,0
kiko casilla,2014,35,4.0,6.0,0
kiko casilla,2015,33,16.0,6.0,0
kiko casilla,2016,6,0.0,0.0,0
kiko casilla,2017,3,0.0,0.0,0
kingsley coman,2013,2,0.0,0.0,0
kingsley coman,2014,5,0.0,0.0,0
kingsley coman,2015,43,0.0,0.0,0
kingsley coman,2016,94,0.0,0.0,4
kingsley coman,2017,19,0.0,0.0,0
knowledge musona,2012,32,8.0,0.0,0
knowledge musona,2013,63,8.0,0.0,0
koen casteels,2013,9,4.0,0.0,0
koen casteels,2014,16,0.0,0.0,0
koen casteels,2015,11,0.0,0.0,0
koen casteels,2016,9,4.0,0.0,0
koen casteels,2017,5,4.0,0.0,0
koffi djidji,2014,28,8.0,0.0,2
koffi djidji,2015,8,4.0,0.0,0
koffi djidji,2016,41,16.0,0.0,0
koffi djidji,2017,32,20.0,0.0,0
koke,2012,164,56.0,0.0,6
koke,2013,238,40.0,0.0,6
koke,2014,238,48.0,0.0,12
koke,2015,284,64.0,0.0,4
koke,2016,246,24.0,0.0,10
koke,2017,154,40.0,0.0,4
konstantin rausch,2012,105,16.0,0.0,1
konstantin rausch,2013,82,12.0,0.0,3
konstantin rausch,2014,61,4.0,0.0,2
konstantin rausch,2015,2,0.0,0.0,0
konstantin rausch,2016,96,28.0,0.0,2
konstantin rausch,2017,34,4.0,0.0,0
konstantinos fortounis,2012,120,12.0,0.0,0
konstantinos stafylidis,2014,3,0.0,0.0,0
konstantinos stafylidis,2016,40,8.0,0.0,1
konstantinos stafylidis,2017,64,20.0,0.0,2
kostas manolas,2015,83,20.0,12.0,0
kostas manolas,2016,139,28.0,0.0,3
kostas manolas,2017,50,16.0,0.0,0
kurt zouma,2012,44,12.0,0.0,2
kurt zouma,2013,53,4.0,0.0,2
kurt zouma,2014,65,0.0,6.0,0
kurt zouma,2015,16,0.0,0.0,0
kurt zouma,2016,56,0.0,0.0,1
kwadwo asamoah,2012,146,8.0,0.0,3
kwadwo asamoah,2013,67,4.0,0.0,2
kwadwo asamoah,2014,120,24.0,0.0,2
kwadwo asamoah,2015,28,8.0,0.0,0
kwadwo asamoah,2016,34,4.0,0.0,0
kwadwo asamoah,2017,36,4.0,0.0,0
kyle bartley,2014,7,0.0,0.0,0
kyle bartley,2015,30,8.0,0.0,0
kyle bartley,2016,20,8.0,0.0,0
kyle naughton,2014,52,24.0,0.0,0
kyle naughton,2015,43,4.0,12.0,0
kyle naughton,2016,67,8.0,6.0,0
kyle naughton,2017,47,12.0,0.0,1
kyle walker,2014,75,16.0,0.0,1
kyle walker,2015,45,12.0,0.0,0
kyle walker,2016,113,28.0,0.0,2
kyle walker,2017,62,20.0,0.0,0
kyriakos papadopoulos,2012,163,44.0,0.0,3
kyriakos papadopoulos,2013,45,8.0,0.0,1
kyriakos papadopoulos,2014,5,0.0,6.0,0
kyriakos papadopoulos,2015,57,20.0,0.0,2
kyriakos papadopoulos,2016,50,16.0,6.0,0
kyriakos papadopoulos,2017,6,0.0,0.0,0
lamin jallow,2017,2,0.0,0.0,0
lamine gassama,2012,33,8.0,0.0,0
lamine gassama,2013,47,12.0,0.0,0
lamine gassama,2014,81,28.0,0.0,0
lamine gassama,2015,105,24.0,0.0,1
lamine gassama,2016,120,24.0,12.0,0
landry bonnefoi,2013,8,8.0,0.0,0
larry azouni,2014,4,0.0,6.0,0
larrys mabiala,2012,27,4.0,0.0,0
lars bender,2012,112,8.0,0.0,4
lars bender,2013,140,4.0,0.0,3
lars bender,2014,119,16.0,0.0,3
lars bender,2015,110,20.0,0.0,1
lars bender,2016,52,12.0,0.0,1
lars bender,2017,15,4.0,0.0,0
lars stindl,2012,180,32.0,0.0,2
lars stindl,2013,85,20.0,0.0,3
lars stindl,2014,173,24.0,0.0,3
lars stindl,2015,167,36.0,0.0,10
lars stindl,2016,213,20.0,0.0,7
lars stindl,2017,86,16.0,0.0,3
lars unnerstall,2012,12,4.0,0.0,0
lars unnerstall,2013,5,4.0,0.0,0
lassana coulibaly,2016,28,4.0,0.0,1
lassana coulibaly,2017,71,8.0,0.0,0
lasse sobiech,2013,74,12.0,0.0,2
lasse sobiech,2014,16,4.0,0.0,0
laure,2013,37,16.0,0.0,0
laure,2015,47,20.0,0.0,0
laure,2016,61,24.0,0.0,0
laure,2017,11,0.0,6.0,0
laurent dos santos,2014,23,4.0,0.0,0
laurent dos santos,2015,21,4.0,0.0,0
laurent dos santos,2016,13,4.0,0.0,0
laurent koscielny,2014,68,4.0,0.0,2
laurent koscielny,2015,71,16.0,0.0,3
laurent koscielny,2016,113,12.0,0.0,4
laurent koscielny,2017,41,12.0,0.0,2
laurent pionnier,2012,6,0.0,0.0,0
laurent pionnier,2013,2,0.0,0.0,0
laurent pionnier,2014,3,0.0,0.0,0
laurent pionnier,2015,4,0.0,0.0,0
laurent pionnier,2016,20,0.0,0.0,0
laurent pionnier,2017,2,0.0,0.0,0
lautaro acosta,2012,85,16.0,0.0,2
layvin kurzawa,2014,111,12.0,0.0,5
layvin kurzawa,2015,88,4.0,0.0,0
layvin kurzawa,2016,61,8.0,0.0,4
layvin kurzawa,2017,38,12.0,0.0,2
leandro bacuna,2014,94,24.0,0.0,4
leandro bacuna,2015,43,4.0,0.0,0
leandro bacuna,2016,110,28.0,0.0,1
leandro greco,2012,54,8.0,0.0,0
leandro greco,2014,184,48.0,0.0,4
leandro greco,2015,82,32.0,0.0,0
leandro greco,2016,103,28.0,0.0,1
leandro paredes,2014,1,0.0,0.0,0
leandro paredes,2015,20,8.0,0.0,1
leandro paredes,2016,185,40.0,0.0,2
leandro paredes,2017,37,8.0,0.0,1
leandro putaro,2016,2,0.0,0.0,0
ledian memushaj,2017,84,4.0,0.0,1
lee cattermole,2014,76,20.0,6.0,1
lee cattermole,2015,107,56.0,0.0,1
lee cattermole,2016,80,32.0,0.0,0
lee cattermole,2017,6,4.0,0.0,0
lee grant,2017,5,4.0,0.0,0
lee tomlin,2016,17,4.0,0.0,0
leighton baines,2014,115,20.0,0.0,3
leighton baines,2015,121,12.0,0.0,2
leighton baines,2016,49,0.0,0.0,2
leighton baines,2017,46,8.0,0.0,2
lennart thy,2012,11,0.0,0.0,0
lennart thy,2017,7,0.0,0.0,1
lenny nangis,2012,41,12.0,0.0,1
lenny nangis,2015,131,12.0,6.0,4
lenny nangis,2016,32,8.0,0.0,0
lenny nangis,2017,51,16.0,0.0,0
leo baptistao,2014,85,12.0,0.0,1
leo baptistao,2015,121,12.0,0.0,5
leo baptistao,2016,93,4.0,0.0,3
leo baptistao,2017,70,4.0,0.0,3
leon balogun,2013,52,16.0,0.0,0
leon balogun,2016,71,16.0,0.0,1
leon balogun,2017,27,8.0,0.0,0
leon britton,2014,38,8.0,0.0,0
leon britton,2015,13,4.0,0.0,0
leon britton,2016,48,16.0,0.0,0
leon britton,2017,12,8.0,0.0,0
leon goretzka,2014,93,4.0,0.0,4
leon goretzka,2015,28,4.0,0.0,0
leon goretzka,2016,120,20.0,0.0,2
leon goretzka,2017,77,4.0,0.0,2
leon guwara,2016,7,0.0,0.0,0
leon guwara,2017,27,8.0,0.0,0
leonardo bittencourt,2013,14,0.0,0.0,1
leonardo bittencourt,2014,141,16.0,0.0,4
leonardo bittencourt,2015,119,28.0,0.0,0
leonardo bittencourt,2016,161,8.0,6.0,3
leonardo bittencourt,2017,31,8.0,0.0,1
leonardo blanchard,2016,109,52.0,0.0,3
leonardo bonucci,2012,63,28.0,0.0,2
leonardo bonucci,2013,108,40.0,0.0,0
leonardo bonucci,2014,79,32.0,0.0,2
leonardo bonucci,2015,104,32.0,0.0,3
leonardo bonucci,2016,104,24.0,0.0,3
leonardo bonucci,2017,39,12.0,0.0,1
leonardo capezzi,2017,51,16.0,0.0,0
leonardo fontanesi,2015,5,0.0,0.0,0
leonardo pavoletti,2014,4,0.0,0.0,0
leonardo pavoletti,2015,81,16.0,0.0,7
leonardo pavoletti,2016,194,12.0,6.0,13
leonardo pavoletti,2017,64,8.0,0.0,3
leonardo ponzio,2012,84,20.0,0.0,1
leonardo spinazzola,2015,1,0.0,0.0,0
leonardo spinazzola,2017,32,4.0,0.0,0
leonardo ulloa,2015,163,12.0,0.0,11
leonardo ulloa,2016,73,0.0,0.0,6
leonardo ulloa,2017,21,0.0,0.0,1
leonel galeano,2014,31,16.0,0.0,0
leroy fer,2014,106,24.0,0.0,3
leroy fer,2015,143,16.0,0.0,6
leroy fer,2016,37,8.0,0.0,0
leroy fer,2017,84,20.0,0.0,6
levan mchedlidze,2015,78,12.0,0.0,4
levan mchedlidze,2016,29,8.0,6.0,0
levan mchedlidze,2017,58,8.0,0.0,4
lewis grabban,2016,41,8.0,0.0,1
lewis grabban,2017,2,0.0,0.0,0
lewis holtby,2012,129,0.0,0.0,6
lewis holtby,2013,85,12.0,0.0,3
lewis holtby,2014,82,12.0,0.0,2
lewis holtby,2015,100,20.0,0.0,0
lewis holtby,2016,176,12.0,0.0,3
lewis holtby,2017,67,4.0,6.0,1
liam bridcutt,2014,34,16.0,0.0,0
liam bridcutt,2015,55,32.0,0.0,1
liam moore,2015,29,16.0,0.0,0
liam ridgewell,2014,79,20.0,0.0,0
liam rosenior,2014,62,20.0,0.0,1
liam rosenior,2015,13,0.0,0.0,0
lillo,2015,118,44.0,0.0,0
lillo,2016,35,24.0,0.0,0
lillo,2017,64,16.0,0.0,0
lindsay rose,2013,43,4.0,0.0,1
lindsay rose,2014,32,12.0,0.0,0
lindsay rose,2015,40,16.0,6.0,0
lindsay rose,2016,33,4.0,0.0,0
lindsay rose,2017,10,0.0,0.0,0
linus hallenius,2013,1,0.0,0.0,0
lionel cappone,2012,2,0.0,0.0,0
lionel mathis,2014,174,32.0,0.0,0
lionel mathis,2015,150,20.0,0.0,0
lionel mathis,2016,72,24.0,6.0,0
lionel messi,2012,311,20.0,0.0,50
lionel messi,2013,265,4.0,0.0,46
lionel messi,2014,236,8.0,0.0,28
lionel messi,2015,295,12.0,0.0,40
lionel messi,2016,236,12.0,0.0,26
lionel messi,2017,125,12.0,0.0,15
livio nabab,2012,163,16.0,6.0,4
lloyd isgrove,2015,1,0.0,0.0,0
lloyd palun,2012,22,8.0,0.0,0
lloyd palun,2013,33,8.0,0.0,0
lloyd palun,2014,24,0.0,6.0,0
lloyd palun,2015,67,28.0,0.0,1
lopez garai,2015,8,4.0,0.0,0
lora,2012,93,32.0,0.0,3
lorenzo ariaudo,2012,57,12.0,0.0,1
lorenzo ariaudo,2013,42,12.0,0.0,0
lorenzo ariaudo,2014,61,20.0,0.0,0
lorenzo ariaudo,2015,7,4.0,0.0,0
lorenzo ariaudo,2016,17,0.0,0.0,0
lorenzo crisetig,2015,124,32.0,0.0,0
lorenzo crisetig,2016,11,4.0,0.0,0
lorenzo crisetig,2017,52,28.0,0.0,0
lorenzo de silvestri,2012,43,12.0,0.0,0
lorenzo de silvestri,2013,84,20.0,0.0,2
lorenzo de silvestri,2014,139,28.0,0.0,2
lorenzo de silvestri,2015,146,32.0,0.0,4
lorenzo de silvestri,2016,79,16.0,0.0,1
lorenzo de silvestri,2017,30,4.0,0.0,0
lorenzo di livio,2016,3,4.0,0.0,0
lorenzo insigne,2013,122,16.0,0.0,5
lorenzo insigne,2014,140,8.0,0.0,3
lorenzo insigne,2015,63,0.0,0.0,2
lorenzo insigne,2016,199,8.0,0.0,12
lorenzo insigne,2017,102,4.0,0.0,6
lorenzo lollo,2016,166,56.0,0.0,3
lorenzo pasciuti,2016,56,24.0,0.0,2
lorenzo pellegrini,2015,1,0.0,0.0,0
lorenzo pellegrini,2016,82,24.0,0.0,2
lorenzo pellegrini,2017,74,16.0,6.0,4
lorenzo reyes,2014,102,32.0,0.0,1
lorenzo tonelli,2015,141,24.0,6.0,5
lorenzo tonelli,2016,127,40.0,0.0,2
lorenzo tonelli,2017,16,8.0,0.0,2
